City,State,Shape,Duration,Summary,Posted,Date,Time
Fleming Island,FL,Fireball,600,Several bright orange lights moving across sky.,11/20/2013,11/16/2013,18:20:00
Meriden,CT,Fireball,1800,I was driving up east Main Street to dunkin donuts when to my left I saw like 8 balls of orange/red in the sky. I went to dd and on my,11/20/2013,11/16/2013,18:00:00
Los Angeles,CA,Fireball,300,Fire ball over major city.,11/20/2013,11/16/2013,1:00:00
Gainesville,GA,Fireball,420,The first two we saw were together. One kept moving while the other flickered out after staying in one spot. Several more followed Hove,11/20/2013,11/15/2013,21:45:00
Alexandria,LA,Fireball,300,"Red orange in color, fireballs appearing to be drifting from east to west across the Southern sky. About 10-15 of them. Visible for a",11/20/2013,11/15/2013,19:00:00
Burnsville,MN,Fireball,5,Green ball of light cruised across sky.,11/20/2013,11/15/2013,17:15:00
Enumclaw,WA,Fireball,8,Orange colored orb seen the morning of November 15 2013 at 6:52am in Enumclaw Washington.,12/2/2013,11/15/2013,6:52:00
Portage,WI,Fireball,20,5 Orbs seen over Columbia county,11/20/2013,11/15/2013,5:45:00
Martin,MI,Fireball,60,"It was moving too slow to be an aircraft, but faster than a baloon or something simular.",1/16/2014,11/15/2013,4:00:00
Grand Rapids,MI,Fireball,5,Bright Green Fireball.,11/20/2013,11/15/2013,2:50:00
Farmington,ME,Fireball,600,7 bright orange fireballs travelling easterly over Farmington,11/20/2013,11/14/2013,19:00:00
Black River Falls,WI,Fireball,60,"Bright orange lights over Robinson road, hovered then vanished.",11/20/2013,11/13/2013,22:15:00
Mauston,WI,Fireball,10,Fireballs.,11/20/2013,11/13/2013,21:25:00
Okeechobee,FL,Fireball,3600,"Orange fireballs in a pattern of three, winking out and returning in another location, repeatedly.",11/20/2013,11/13/2013,19:45:00
McGraw,NY,Fireball,600,3 orange fire balls in Upstate New York.,11/20/2013,11/13/2013,19:15:00
Black River Falls,WI,Fireball,30,Fireballs in sky that pertuded objects when lights went out.,11/20/2013,11/13/2013,18:45:00
Coeur d'Alene,ID,Fireball,900,"Out for a hike in Coeur D'Alene, Idaho. See a glowing golden orange light in the sky.",11/20/2013,11/11/2013,18:23:00
Peru,IN,Fireball,5,"I WAS TRAVELING EAST ON HIGHWAY 24, COMING BACK FROM PERU INDIANA, WHEN I SAW A FIREBALL OVERHEAD TO THE EAST. IT LASTED ABOUT 10 SECO",11/11/2013,11/10/2013,23:00:00
Irving,TX,Fireball,40,Spotted three orbs creating a triangle rotating in scnychronized manner.,11/20/2013,11/10/2013,21:00:00
North East Florida (Jacksonville),FL,Fireball,300,Red Orb over North East Florida seen from Airplane,11/20/2013,11/10/2013,20:25:00
Punta Gorda,FL,Fireball,20,"Orange fireball over Punta Gorda, Fl. 11/10/2013 approximately 19;30 hours.",11/11/2013,11/10/2013,19:30:00
Palmer,AK,Fireball,1200,It's snowing hard our first real snow of the season... I went in the kitchen and happened to glance out the window and I saw these fire,11/11/2013,11/10/2013,19:30:00
Graham,WA,Fireball,60,"I witnessed a large, orange, silent fireball just under the cloud cover that moved slowly and disappeared up into the clouds.",11/20/2013,11/10/2013,18:25:00
Olivehurst,CA,Fireball,300,5 pix of a red ball in the sky.,12/2/2013,11/10/2013,16:30:00
Leavenworth,KS,Fireball,300,Slow moving fireballs going across sky in Leavenworth.,11/11/2013,11/9/2013,21:20:00
Overland Park,KS,Fireball,300,One Fiery Red Orb ~Hovering~ Over Overland Park... That's twice now within 5 months!,11/20/2013,11/9/2013,20:40:00
McCordsville,IN,Fireball,1200,Orange lights over geist.,11/11/2013,11/9/2013,19:15:00
Farmingdale,NY,Fireball,600,Six orange fireballs in evening sky.,11/11/2013,11/9/2013,18:00:00
Gibsonton,FL,Fireball,4,I was standing outside my home finishing a cigarette(I know I need to quit) and admiring the night sky. I was looking up towards Orion',11/11/2013,11/8/2013,10:56:00
Poipu,HI,Fireball,120,Husband and wife on vacation. Went outside to look at the moon and saw what I thought was an airplane. Realized it was traveling too sl,11/11/2013,11/7/2013,22:00:00
San Diego County,CA,Fireball,20,San Diego County lit up.,11/11/2013,11/6/2013,19:50:00
Vienna,VA,Fireball,900,Fireball seen in Northern Virginia.,11/11/2013,11/6/2013,17:10:00
Panama City Beach,FL,Fireball,600,"Four glowing orange orbs were seen over the Gulf of Mexico in Panama City Beach, FL.",11/11/2013,11/5/2013,21:30:00
Medina,OH,Fireball,180,"2 fireballs, same pattern, silent.",11/11/2013,11/5/2013,20:20:00
Grants Pass,OR,Fireball,20,Red orange fire ball northbound at a curve towards earth.,11/11/2013,11/5/2013,19:00:00
Show Low,AZ,Fireball,60,Bright ball in the southern sky then disappeared there was no clouds present.,11/11/2013,11/5/2013,18:45:00
Grayson/Lawrenceville area,GA,Fireball,600,4 white/orange orbs seen over Grayson/Lawrenceville GA neighborhoods 11/05/2013.,11/11/2013,11/5/2013,18:30:00
North St. Paul,MN,Fireball,3600,UFO thought to be an airplane flashed colors and moved in swirl motions until it dispersed into the night sky.,11/11/2013,11/4/2013,23:00:00
Parma,OH,Fireball,216000,Orange ball dripping smaller balls and disappearing/reappearing in 2 places at once.,11/11/2013,11/3/2013,18:50:00
Tampa,FL,Fireball,120,Orange and red pulsating ball traverses a small portion of the sky and vanishes,11/11/2013,11/3/2013,18:40:00
Pampa,TX,Fireball,30,Whitish/green fireball was observed flying acrossing the sky,11/11/2013,11/3/2013,18:25:00
Fordyce,AR,Fireball,600,One by one these nine to twelve brightly lit orange orbs flew overhead excelerating and decreasing in speed as they appeared to be foll,11/11/2013,11/2/2013,0:00:00
Wakefield,RI,Fireball,300,Silent flaming ball moving around 50 knots at 1500 feet altitude. Dead calm wind. Could see flames dancing.,11/11/2013,11/2/2013,22:30:00
Conway,AR,Fireball,300,"UFO sighting in Conway, AR.",11/11/2013,11/2/2013,22:00:00
Ravena,NY,Fireball,60,3 fireballs no sound flying low in formation.,11/11/2013,11/1/2013,21:00:00
Vero Beach,FL,Fireball,300,Two very bright orange lights hovering and then flying over Florida coast.,11/11/2013,11/1/2013,20:15:00
Cincinnati,OH,Fireball,600,3 fireballs in sky.,11/11/2013,11/1/2013,19:30:00
Cincinnati,OH,Fireball,900,Driving down Bridgetown Rd. I spotted something strange. Three lights in a triangular formation. Lights slowly spread apart and moved o,11/11/2013,11/1/2013,19:15:00
Cincinnati,OH,Fireball,180,Probably not a UFO. ((NUFORC Note: Reported to be a team of 3 sky divers. PD)),11/11/2013,11/1/2013,19:00:00
Trego (near),MT,Fireball,5,Giant orange fireball shooting across sky.,11/11/2013,11/1/2013,18:50:00
Napili,HI,Fireball,120,Witnessed a bright orange-red fireball type of object moving from Maui toward Molokai at 4:30 AM.,11/11/2013,11/1/2013,4:30:00
Davenport,FL,Fireball,600,"Several orange fireballs over Davenport, Florida.",11/11/2013,11/1/2013,0:28:00
Elmore city,OK,Fireball,180,Fireball parked 40 ft above highway.,11/11/2013,10/31/2013,10:45:00
Kuna,ID,Fireball,4,"Greenish-white fireball tracking east-west, spotted early a.m. 10-30-13, at high rate of speed; SW Ada County, ID.",11/11/2013,10/30/2013,6:50:00
San Diego,CA,Fireball,180,Two round orange lights hovering over south San Diego.,11/11/2013,10/30/2013,3:20:00
Pittsburgh,PA,Fireball,120,"Saw ""Fireballs"" in the sky last night. Same as many other UFO video and sightings. Have pictures.",11/11/2013,10/27/2013,22:15:00
Mustang,OK,Fireball,600,"Fireballs over Mustang, OK.",11/11/2013,10/26/2013,23:00:00
Tallahassee,FL,Fireball,600,20-30 orange lights floating silently over I-10 in Tallahassee Florida heading west,11/11/2013,10/26/2013,21:45:00
Cape Coral,FL,Fireball,120,Glowing orange orb over Southwest Florida,11/11/2013,10/26/2013,21:36:00
Chapin,SC,Fireball,180,Orange ball in sky.,11/11/2013,10/26/2013,19:00:00
Glendale,AZ,Fireball,600,Fireball-like objects above ASU West.,12/23/2013,10/26/2013,18:00:00
Centerville,OH,Fireball,600,"75+ red dots in the sky over Dayton, Ohio",11/11/2013,10/25/2013,21:40:00
Katy,TX,Fireball,180,"Fireball seen moving across the sky of Katie, Texas. .",11/11/2013,10/25/2013,20:15:00
New Castle,PA,Fireball,300,((NUFORC Note: Witness provides no information about sighting. PD)),11/11/2013,10/24/2013,21:38:00
Arnold,MD,Fireball,5,Extremely bright ball/circle of yellow-white light surrounded by a red outline streaked across evening sky,11/11/2013,10/24/2013,18:30:00
Pasadena,CA,Fireball,3600,"Mass UFO sighting: Pasadena, CA: 4:35pm on December 24, 2013.",1/10/2014,10/24/2013,4:45:00
Stratham,NH,Fireball,240,"Bright yellow/orange fireball hovered with no noise at low altitude, shining right at my house.",11/11/2013,10/23/2013,18:30:00
Barnegat,NJ,Fireball,60,Object appearing to be a burning object flew low at constant speed and altitude.,10/23/2013,10/21/2013,21:00:00
Watertown,MA,Fireball,600,"Fast-moving, illuminated object similar to fireball silently crosses evening sky and in an instant plunges about 100 feet",10/23/2013,10/21/2013,19:50:00
Versailles,MO,Fireball,1800,"Yellow/Orange colored ""orb"" seen for approximately 30 minutes.",10/23/2013,10/21/2013,19:20:00
Sugar Land,TX,Fireball,30,"Sugar Land, TX white streak with green burst.",10/23/2013,10/21/2013,6:15:00
Napanee (Canada),ON,Fireball,2700,Fireball over Lake Ontario.,10/23/2013,10/19/2013,23:30:00
Goodyear,AZ,Fireball,180,A constant orange firey light traveling a few hundred miles per hour toward Phoenix and then diverted.,10/23/2013,10/19/2013,20:30:00
Chandler,AZ,Fireball,180,Object looked like it was on fire,10/23/2013,10/19/2013,20:15:00
Winslow,AZ,Fireball,10,Fireball traveled 10 seconds high above the horizon then abruptly disappeared.,10/23/2013,10/19/2013,19:30:00
Norwood,OH,Fireball,900,Fireballs in sky making different formations.,10/23/2013,10/18/2013,22:34:00
Cincinnati,OH,Fireball,300,"the object was a orange firey ball , no sounds",10/23/2013,10/18/2013,21:45:00
Sarasota,FL,Fireball,180,Bright red solid lights in sky - two,10/23/2013,10/18/2013,21:30:00
Bedford,NH,Fireball,600,"UFO Sighting, Bedford, NH",10/23/2013,10/18/2013,21:30:00
Sellersburg,IN,Fireball,90,Glowing orb traveling fast from horizon at southwest traveling overhead across sky before disappearing in the northwest.,10/23/2013,10/18/2013,20:15:00
Boca Raton,FL,Fireball,600,Orange fire balls flying in the sky,10/23/2013,10/18/2013,8:00:00
Keizer,OR,Fireball,30,"Went out to smoke, heard segulls, looked up, saw random orange ball move quickly like a shooting star and make a big angled curve.",10/23/2013,10/18/2013,0:00:00
Boise,ID,Fireball,5,"White ball of light traveling at high rate of speed vanishes over southern Boise, Idaho.",10/23/2013,10/17/2013,20:45:00
Surfside/Myrtle Beach,SC,Fireball,60,Slow moving firey ball spotted at surfside beach sc.,10/23/2013,10/16/2013,21:20:00
Lake Havasu City,AZ,Fireball,10,"UFO's sighted flying in the Lake Havasu City, AZ night sky.",10/23/2013,10/15/2013,16:00:00
Mechanicsburg,PA,Fireball,180,Ball of flames moving slowly across the night sky and witnessed by 4 people.,10/23/2013,10/13/2013,19:40:00
Irondequoit,NY,Fireball,600,Fireball like objects floating in the sky.....same path.,10/14/2013,10/13/2013,19:00:00
Toronto (Canada),ON,Fireball,3600,Orange fireballs over Lake Ontario. Geometric shapes.,10/14/2013,10/13/2013,4:30:00
Orangevale,CA,Fireball,600,8 Orange Fireballs In sky,11/11/2013,10/12/2013,23:28:00
Miamisburg,OH,Fireball,600,Started as a fireball that separated into three hovering objects,10/14/2013,10/12/2013,21:15:00
Hamilton,OH,Fireball,120,Large orange fireball splits into four fireballs.,10/23/2013,10/12/2013,21:00:00
Festus,MO,Fireball,60,"2 large orange lights hovering near each other. Moving up and down, side to side. Zoomed & disappeared, seemingly realizing us noticing",10/14/2013,10/12/2013,7:45:00
Cincinnati,OH,Fireball,300,"A bright orange light split into four, did a strange but precise set of movements, then joined back together and faded.",10/14/2013,10/12/2013,0:00:00
Pinckney,MI,Fireball,2,"Large orange fireball observed over Hell, Michigan, traveling from due south to due north directly overhead.",10/14/2013,10/11/2013,23:15:00
North Canton,OH,Fireball,10,Fireball over the Strip.,10/14/2013,10/11/2013,23:00:00
Holgate (Long Beach Island),NJ,Fireball,600,"Orbs appeared suddenly one lg one small darting back and forth, one stationary.",6/20/2014,10/11/2013,22:00:00
Hubbardston,MA,Fireball,60,4 orange orbs zig zgging across the sky. Quick movements forward and aft and side to side.,10/14/2013,10/11/2013,20:20:00
Cincinnati,OH,Fireball,60,3 fireball type objects close to downtown Cincinnati.,10/14/2013,10/11/2013,20:15:00
Union,KY,Fireball,300,"amber fireball descending,splits into 3 objects,stops,they hover above ground with erratic movements",10/23/2013,10/11/2013,20:15:00
Cincinnati,OH,Fireball,240,Cincinnati fire ball in the sky?,10/14/2013,10/11/2013,20:00:00
North Cincinnati,OH,Fireball,600,Some sort of fireball came down from the sky very rapidly soon to turn into 3 flying disc that where lit up (clearly not stars) they se,10/14/2013,10/11/2013,19:20:00
Kalamazoo,MI,Fireball,600,Massive caravan of a hundred red/orange fireballs moving from west to east at a steady rate in formation for at least ten minutes.,10/14/2013,10/11/2013,16:35:00
Franklin,TN,Fireball,60,"Pulsating red light in the western sky about 30 degrees above horizon, moving slowly, then disappears.",10/14/2013,10/9/2013,5:00:00
Ohio (location not specified),OH,Fireball,180,5 fireballs. ((NUFORC Note: Location of sighting not specified by source. PD)),10/14/2013,10/8/2013,21:00:00
White Rock (Canada),BC,Fireball,600,Burning objects falling from the sky.,10/14/2013,10/8/2013,11:20:00
Lawrenceville,GA,Fireball,5,Bright circular ball of light flying downward.,10/14/2013,10/7/2013,21:00:00
Ashford,CT,Fireball,900,Ten fireballs traveling in a straight line across the horizon,11/11/2013,10/6/2013,19:30:00
Eugene,OR,Fireball,300,10 orange orbs moving slow from east to west. Last one hovered before it vanished. No sound.,10/14/2013,10/5/2013,22:44:00
Kahalu'u,HI,Fireball,120,Witnessed a stationary orange-red fireball type of object which then moved south toward Ko'olau Mountain range,10/14/2013,10/5/2013,22:03:00
Nashville,TN,Fireball,1800,Three bright orange lights seen flying low over east Nashville.,10/14/2013,10/5/2013,21:00:00
Kaanapali,HI,Fireball,300,Three orange fire like balls moving across the night sky.,10/14/2013,10/5/2013,20:00:00
Dane County,WI,Fireball,14400,"Fire balls arrive in Dane county, WI.",10/14/2013,10/5/2013,18:00:00
Gresham,OR,Fireball,1200,My wife and I witnessed 16 - 20 orange orb-shaped objects that passed over us either solo or sets of two!,10/14/2013,10/4/2013,23:15:00
Shelby,OH,Fireball,38,Massive Large Fireball Shoots from SouthWest to NorthEast in North Eastern Ohio 10/04/2013 10:48pm,10/14/2013,10/4/2013,22:00:00
Fairbanks,AK,Fireball,180,I saw 5 red glowing orbs,10/14/2013,10/4/2013,21:55:00
Albany,OR,Fireball,600,Woman and adult daughter witness cluster of orange lights near the Albany Hospital.,10/14/2013,10/4/2013,20:00:00
Philadelphia,PA,Fireball,120,2 fireball objects over philly.,10/14/2013,10/3/2013,23:00:00
Wilmington,OH,Fireball,30,Looked like a falling star at first then started changing colors from yellow to red to orange to a bright green with a long trail of sm,10/14/2013,10/3/2013,22:00:00
Rocky River,OH,Fireball,15,Fireball seen across Cleveland sky.,10/14/2013,10/3/2013,21:00:00
Somerset,PA,Fireball,300,"4 fireballs in formation beam across Somerset, PA sky before vanishing into the night.",10/14/2013,10/3/2013,20:00:00
Canton,OH,Fireball,180,"1 Yellow/Orange Flying Fireball over Canton, OH, USA.",10/3/2013,10/2/2013,21:00:00
Middletown,OH,Fireball,30,"I listen to Coast to Coast Radio......I have heard you talk many times about the Orange Balls......

I saw one tonight.....and watche",10/3/2013,10/2/2013,20:00:00
Middle Island (Long Island),NY,Fireball,1200,Orange Glowing Lights over East Long Island.,10/14/2013,10/1/2013,22:45:00
Cumming,GA,Fireball,1200,"3 very slow-moving sparking, flaming meteor looking objects starting on 1 side of the horizon and ended in the same spot on the other.",10/3/2013,10/1/2013,21:30:00
Cobb Mountain,CA,Fireball,1500,Bright round orange/red fireball.,10/3/2013,10/1/2013,9:42:00
Gap,PA,Fireball,300,10 Orange Lights Above Gap/White Horse Pennsylvania,9/30/2013,9/29/2013,21:00:00
El Reno,OK,Fireball,120,10 Orange orbs hovering in the sky then faded out.,9/30/2013,9/29/2013,21:00:00
San Diego,CA,Fireball,300,Red light/fireball ascending over San Diego for 5 minutes.,9/30/2013,9/29/2013,20:15:00
Westfield (Canada),NS,Fireball,180,White hot huge fireball.,9/30/2013,9/29/2013,18:00:00
Keansburg,NJ,Fireball,1800,Fireballs.,9/30/2013,9/28/2013,22:30:00
Nashua,NH,Fireball,120,Bright red light moving slowly and then fading away. Three green lights in the same area.,9/30/2013,9/28/2013,22:30:00
Colts Neck,NJ,Fireball,600,Strange fireball formation in the sky.,9/30/2013,9/28/2013,22:20:00
Oxford,PA,Fireball,1800,Red lights in complete straight line same distance away from each other 40-60 of them not far from tree top.,9/30/2013,9/28/2013,21:30:00
Sale Creek,TN,Fireball,300,Six brilliant red and orange fireballs moving slowly and disappearing one at a time.,9/30/2013,9/28/2013,20:30:00
New Palestine,IN,Fireball,900,"A dozen fireballs seen in sky near New Palestine, IN",9/30/2013,9/28/2013,20:15:00
Milton,GA,Fireball,8,Burning fireball streaking across sky and breaking up.,9/30/2013,9/28/2013,19:44:00
Eddyville,KY,Fireball,1200,My friend and I were driving south when we saw a fireball in the sky. It was a little higher than any kite I have seen and absolutely s,9/30/2013,9/28/2013,19:00:00
Chelsea,AL,Fireball,8,Very bright white and blue light crossing over the Sky and then dissapeared,9/30/2013,9/28/2013,18:47:00
Frederick,MD,Fireball,5,Fireball,9/30/2013,9/27/2013,23:34:00
Ann Arbor,MI,Fireball,5,Green Fireball seen streaking towards ground,9/30/2013,9/27/2013,23:30:00
Peoria,AZ,Fireball,180,"Fireball in sky, slowed to a complete stop, then dimmed out in the night sky.",9/30/2013,9/27/2013,22:20:00
Lawndale,CA,Fireball,30,"Lawndale, CA bright fireball-like object flashed across the sky going in a northwesterly direction, lasting approximately 10-30 second",9/30/2013,9/27/2013,21:43:00
Frankfort,MI,Fireball,1500,Objects traveled in opposite direction horizontally and vertically,9/30/2013,9/26/2013,20:00:00
Fort Wayne,IN,Fireball,4,It was just before dawn and the sky was clear with just a little fog. I was just getting out of my car at work when I saw the bright fi,9/30/2013,9/26/2013,7:05:00
Owensboro,KY,Fireball,15,"Red fireball crossed Hwy 54 changed to green and blue and disappeared, just before sun up.",9/30/2013,9/26/2013,6:05:00
Franksville,WI,Fireball,180,My neighbor drove in the yard and I stepped out on my porch. She was looking up and to the south and she says &quot;did you see the fi,1/24/2014,9/26/2013,0:00:00
Huddy,KY,Fireball,300,Yellowish/orangeish /redish sphere not an earth made thing seen by two people at night in mountains then went up to sky and was gone,9/30/2013,9/25/2013,22:30:00
Hudson,NH,Fireball,300,Fireball in the sky!,9/30/2013,9/24/2013,21:30:00
Turners Falls,MA,Fireball,30,THREE REDDISH ORANGE LIGHTS IN MOTION; DISSOLVED,9/30/2013,9/24/2013,19:58:00
Las Vegas,NV,Fireball,5,Fireball streaked from above at 45 degree angle and then disappeared about 500 ft from the ground.,9/30/2013,9/24/2013,4:14:00
Denver,CO,Fireball,600,Light objects appearing over North Denver in a triangle formation.,9/30/2013,9/23/2013,20:45:00
Vernal,UT,Fireball,10,Large green fireball over a lake.,9/30/2013,9/23/2013,20:45:00
Hilliard,OH,Fireball,180,Low flying silent fireball. Thought it was a plane on fire.,9/30/2013,9/23/2013,20:00:00
Prunedale,CA,Fireball,300,Fireball with orange tail across monterey county california sky 9-23-13.,9/30/2013,9/23/2013,19:30:00
Englewood,OH,Fireball,1200,There were multiple balls of light moving in every direction.,9/30/2013,9/23/2013,19:30:00
Bloomington,IL,Fireball,120,Around 30 orange glowing objects flying in a constant speed towards South West Direction.,9/30/2013,9/22/2013,21:03:00
Lilburn,GA,Fireball,300,"My husband, and I were walking at Lilburn Park, right before dark, when we saw three fire balls with a pulsating firey triangle shape i",9/30/2013,9/22/2013,20:00:00
Chicago,IL,Fireball,30,"Orange/red glowing fireball in southwest sky over Lincoln Park neighborhood of Chicago, IL.",9/30/2013,9/22/2013,20:00:00
Arnstein (Canada),ON,Fireball,180,We seen an bright orange shimmering sphere travelling south under cloud cover at night for 3 minutes,10/14/2013,9/22/2013,19:45:00
South Hamiltion,MA,Fireball,2,Bright green comet like object streaking across the sky.,9/30/2013,9/22/2013,19:35:00
Plymouth,MA,Fireball,8,One bright green fireball with slow white sparks on tail flying down at an angle,9/30/2013,9/22/2013,19:30:00
Salem,NH,Fireball,5,Green fireball in sky,9/30/2013,9/22/2013,19:30:00
Auburn,ME,Fireball,15,I observed a green/orange/white fireball streaking across my neighborhood. It flickered a little before dying out just above the tree t,9/30/2013,9/22/2013,19:25:00
Gorham,ME,Fireball,3,Blue Fireball seen in daylight,9/30/2013,9/22/2013,19:00:00
Kingston,NH,Fireball,5,"OBJECT BLUE LIGHT,SEROUDID BY BRIGHT LIGHT.",9/30/2013,9/22/2013,7:30:00
Verona,NJ,Fireball,900,Red fiery balls of light disappearing into sky.,9/30/2013,9/21/2013,23:30:00
Delta,OH,Fireball,30,Brightly orange fireball with small objects coming out of it.,9/30/2013,9/21/2013,23:00:00
Columbus,OH,Fireball,240,6-7 orange fireballs following in formation across sky,9/30/2013,9/21/2013,21:10:00
Lind,WI,Fireball,300,A ball of fire moved thru the sky at what seemed liked a low flying aircraft speed.we reallized it was a ball of flame that faded befor,9/30/2013,9/21/2013,21:00:00
Winnipeg (Canada),MB,Fireball,1080000,Fireballs moved steady and silently from east to west.,9/30/2013,9/21/2013,20:45:00
Medina,OH,Fireball,600,4 fireballs following each other. one dropping what looked like sparks intermittently 7 times,9/30/2013,9/21/2013,20:30:00
Chandler,AZ,Fireball,240,4 flare like lights in the eastern sky.,9/30/2013,9/21/2013,19:35:00
San Tan Valley,AZ,Fireball,900,One large fireball dropping 3-4 smaller fireballs into the AZ sky,9/30/2013,9/21/2013,19:30:00
Altoona,PA,Fireball,180,Orange fireball with some white spots on it.,9/30/2013,9/20/2013,20:15:00
Bluffdale,UT,Fireball,30,"Amateur astronomer sees bright, stationary object next to a star begin to move and descend behind the mountains.",9/30/2013,9/20/2013,20:00:00
Greenwood,SC,Fireball,480,I was walking my friend home when we looked up a red and green light was moving north and we kept looking and it went down an came back,9/30/2013,9/20/2013,10:00:00
Olympia,WA,Fireball,30,Flash of light near moon.,10/14/2013,9/20/2013,4:40:00
Wyoming,MI,Fireball,90,"Large fireball object size of full moon, changing direction, speed and brightness.",9/30/2013,9/19/2013,23:05:00
Northville,NY,Fireball,600,Glowing orange orb in the sky... Strange.,9/30/2013,9/19/2013,20:05:00
West Warwick,RI,Fireball,15,Bright orange fireball with 300 meter trail.,9/30/2013,9/19/2013,20:00:00
Everett,WA,Fireball,45,Fireball seen at the same time two other reports from my town were reported.,9/30/2013,9/18/2013,22:00:00
Hamilton,AL,Fireball,300,Two fireball traveling northwest on a level plain with a slight zig zag motion!,9/30/2013,9/18/2013,11:00:00
Wethersfield,CT,Fireball,60,3 Flaming Balls over Wethersfield CT,9/30/2013,9/15/2013,20:22:00
Lakehurst,NJ,Fireball,1800,Two high intensity orange glowing balls of light appearing and reappearing across the sky.,9/30/2013,9/14/2013,23:10:00
Hamilton,OH,Fireball,1800,15 fireballs in sky moving at a good speed.,9/30/2013,9/14/2013,23:00:00
Canton,GA,Fireball,300,Six bright orange fireball like orbs in an arch,9/30/2013,9/14/2013,22:25:00
Bridgewater,MA,Fireball,600,Six red orbs in a formations were seen in the sky traveling South. Singulare ords followed for about 15 minutes.,9/30/2013,9/14/2013,21:45:00
Grosse Ile,MI,Fireball,36000,Red/orange floating lights/fireball stopped in air than dissapeared.,9/30/2013,9/14/2013,21:35:00
Iowa,LA,Fireball,420,About 20 fireballs going south to north . Filmed about 3 minutes on iphone,9/30/2013,9/14/2013,20:53:00
Blossvale,NY,Fireball,180,Fire ball chase.,9/30/2013,9/14/2013,20:00:00
Seattle,WA,Fireball,300,Small orange fireball type object fell to the pavement on Alkai Beach area,10/14/2013,9/14/2013,20:00:00
Morro Bay,CA,Fireball,20,"No noise, larger than golf ball sized,approximately 1100 to 2200 feet elevation, bright orange, light emmitting in the shape of badmit",9/30/2013,9/14/2013,19:02:00
Elyria,OH,Fireball,120,"Bright orange orb, dropping flare like flashes in Northeastern sky, changed direction and faded into high altitude.",9/30/2013,9/14/2013,17:15:00
Toronto (Canada),ON,Fireball,180,"Silent, glowing orange ball in the sky flying above downtown Toronto",9/30/2013,9/13/2013,22:36:00
Phoenix,AZ,Fireball,20,Bright orange firball traveling southeast.,9/30/2013,9/13/2013,21:10:00
Livonia,MI,Fireball,1200,"Flame-like bright, moving orange light and smaller, flickering light seen over Livonia, MI.",9/30/2013,9/13/2013,21:00:00
Dana Point,CA,Fireball,300,"Saw orange fireball moving across sky. Smoothly, not blinking. Changed directions and then went upward until no longer visible.",9/30/2013,9/13/2013,21:00:00
Owensboro,KY,Fireball,15,"Sighting of Unusual Flaming Object in Night Sky, East Daviess County, Kentucky, 7:52pm CDT, September 13, 2013",9/30/2013,9/13/2013,19:52:00
Holden Beach,NC,Fireball,2,A single orange fireball in the South sky that lasted approximately 2 seconds and disappeared.,9/30/2013,9/12/2013,20:20:00
Capitola,CA,Fireball,120,"My wife and I saw a glowing orange light moving around in the night sky near our home. A minute or so later, another light appeared bel",11/11/2013,9/12/2013,0:00:00
Myrtle Beach,SC,Fireball,1800,Fireballs in a line.,9/30/2013,9/11/2013,23:10:00
Emerald Isle,NC,Fireball,5,Two orange balls of light appearing sporadically over thirty minutes then fading to nothing.,9/30/2013,9/11/2013,21:00:00
Milwaukee,WI,Fireball,60,"Three orange orbs flying west in the sky in Milwaukee, WI on 9/10/2013.",1/30/2014,9/10/2013,23:00:00
Milton (Canada),ON,Fireball,180,Massive Bright Orange Fireball in Sky,9/30/2013,9/9/2013,21:00:00
Clarksville,TN,Fireball,3,Green fireball like object shooting across the sky towards the ground.,9/30/2013,9/9/2013,20:21:00
Everett,WA,Fireball,180,"Intense red glowing light seen east of Everett WA, similar in description to the one seen in Renton WA a day earlier.",10/3/2013,9/8/2013,23:15:00
Fort Wayne,IN,Fireball,600,Two UFO above Fort Wayne.,9/9/2013,9/8/2013,22:30:00
Derby,KS,Fireball,120,Glowing orange ball.,9/30/2013,9/8/2013,22:00:00
Maine (southeast),ME,Fireball,5,"Green fireball spotted from I-95 NB, south east Maine.",9/9/2013,9/8/2013,19:30:00
Renton,WA,Fireball,300,Bright Red light object with no sound moved slowly overhead from North to South.,9/9/2013,9/7/2013,23:00:00
South Bend,IN,Fireball,180,Multiple orbs rotate and form patterns of constellations.,9/9/2013,9/7/2013,21:16:00
Onalaska,WI,Fireball,600,"Yellow/Orange fireball type objects flying in triangular formation hovering just north of the La Crosse, WI airport over Lake Onalaska.",9/9/2013,9/7/2013,20:22:00
Racine,WI,Fireball,2,Bright orange light looked like fireball.,9/9/2013,9/7/2013,20:00:00
San Diego/Pacific Beach,CA,Fireball,300,"We saw 6-10 orange balls of light appear from western sky over ocean heading east in a line at slow, consistent speed.",9/9/2013,9/7/2013,20:00:00
Placerville,CO,Fireball,15,"Purplish-green object near Telluride, Colorado in early morning hours.",9/30/2013,9/7/2013,2:35:00
Broadlands,VA,Fireball,30,Red/Orange Ball with a spike.,9/9/2013,9/6/2013,23:45:00
Hellertown,PA,Fireball,900,"Witnessed bright orange fireball with trail descend then hover, move, then hover again over Hellertown, PA.",9/9/2013,9/6/2013,23:30:00
Boise,ID,Fireball,600,There were about 60 of these slowly following each other until they disappeared. Some even split in two.,9/9/2013,9/6/2013,6:37:00
Sicklerville,NJ,Fireball,180,8 Formation fireballs with 2 distinct lights IN each one then a 9th that came later.,9/30/2013,9/6/2013,1:23:00
